column,line,amount,month
LIABILITY,2,8968378350,2010-09-01
LIABILITY,3,0,2010-09-01
LIABILITY,4,2665588198,2010-09-01
LIABILITY,5,752696090,2010-09-01
LIABILITY,6,36521393,2010-09-01
LIABILITY,7,56445,2010-09-01
LIABILITY,8,891809295,2010-09-01
LIABILITY,9,93001212110,2010-09-01
LIABILITY,10,1048688779,2010-09-01
LIABILITY,11,1968997983,2010-09-01
LIABILITY,12,2827578052,2010-09-01
LIABILITY,13,805456736,2010-09-01
ASSET,1,4551470316,2010-10-01
ASSET,2,990884687,2010-10-01
ASSET,3,302820942,2010-10-01
ASSET,4,165745,2010-10-01
ASSET,5,92380500000,2010-10-01
ASSET,6,73611626,2010-10-01
ASSET,7,23102316095,2010-10-01
ASSET,8,6853132594,2010-10-01
ASSET,9,1567302304,2010-10-01
ASSET,10,2410538295,2010-10-01
LIABILITY,1,21109069800,2010-10-01
LIABILITY,2,4845981577,2010-10-01
LIABILITY,3,0,2010-10-01
LIABILITY,4,1315092298,2010-10-01
LIABILITY,5,748735111,2010-10-01
LIABILITY,6,17434629,2010-10-01
LIABILITY,7,56445,2010-10-01
LIABILITY,8,891809295,2010-10-01
LIABILITY,9,96600017968,2010-10-01
LIABILITY,10,1103916050,2010-10-01
LIABILITY,11,1972738479,2010-10-01
LIABILITY,12,2822434216,2010-10-01
LIABILITY,13,805456736,2010-10-01
ASSET,1,4554875238,2010-11-01
ASSET,2,983026045,2010-11-01
ASSET,3,315691318,2010-11-01
ASSET,4,165784,2010-11-01
ASSET,5,95050000000,2010-11-01
ASSET,6,71701670,2010-11-01
ASSET,7,23648138398,2010-11-01
ASSET,8,6878005655,2010-11-01
ASSET,9,1567302304,2010-11-01
ASSET,10,2416209984,2010-11-01
LIABILITY,1,21154420700,2010-11-01
LIABILITY,2,4718750707,2010-11-01
LIABILITY,3,0,2010-11-01
LIABILITY,4,1586467069,2010-11-01
LIABILITY,5,775563321,2010-11-01
LIABILITY,6,20050536,2010-11-01
LIABILITY,7,56445,2010-11-01
LIABILITY,8,891809295,2010-11-01
LIABILITY,9,99591201258,2010-11-01
LIABILITY,10,1149253844,2010-11-01
LIABILITY,11,1976953911,2010-11-01
LIABILITY,12,2816791709,2010-11-01
LIABILITY,13,803797601,2010-11-01
ASSET,1,5004950289,2011-01-01
ASSET,2,964476690,2011-01-01
ASSET,3,302351239,2011-01-01
ASSET,4,165813,2011-01-01
ASSET,5,94437000000,2011-01-01
ASSET,6,73934622,2011-01-01
ASSET,7,24872248755,2011-01-01
ASSET,8,6855121310,2011-01-01
ASSET,9,1600050638,2011-01-01
ASSET,10,2378049243,2011-01-01
LIABILITY,1,21219706425,2011-01-01
LIABILITY,2,4131838650,2011-01-01
LIABILITY,3,0,2011-01-01
LIABILITY,4,6940935276,2011-01-01
LIABILITY,5,753956627,2011-01-01
LIABILITY,6,21310743,2011-01-01
LIABILITY,7,56827,2011-01-01
LIABILITY,8,905349233,2011-01-01
LIABILITY,9,95183441607,2011-01-01
LIABILITY,10,862550928,2011-01-01
LIABILITY,11,2385119591,2011-01-01
LIABILITY,12,3268638366,2011-01-01
LIABILITY,13,815444326,2011-01-01
ASSET,1,5006327835,2011-02-01
ASSET,2,1007466864,2011-02-01
ASSET,3,277816097,2011-02-01
ASSET,4,165813,2011-02-01
ASSET,5,90443500000,2011-02-01
ASSET,6,71911823,2011-02-01
ASSET,7,25033446734,2011-02-01
ASSET,8,6852810322,2011-02-01
ASSET,9,1600050638,2011-02-01
ASSET,10,2537019308,2011-02-01
LIABILITY,1,21190977905,2011-02-01
LIABILITY,2,4294505190,2011-02-01
LIABILITY,3,0,2011-02-01
LIABILITY,4,4633502198,2011-02-01
LIABILITY,5,751585375,2011-02-01
LIABILITY,6,23550947,2011-02-01
LIABILITY,7,56827,2011-02-01
LIABILITY,8,905349233,2011-02-01
LIABILITY,9,93646839359,2011-02-01
LIABILITY,10,908177883,2011-02-01
LIABILITY,11,2392723038,2011-02-01
LIABILITY,12,3267803153,2011-02-01
LIABILITY,13,815444326,2011-02-01
ASSET,1,4778020315,2011-03-01
ASSET,2,978537551,2011-03-01
ASSET,3,221253137,2011-03-01
ASSET,4,165870,2011-03-01
ASSET,5,87929500000,2011-03-01
ASSET,6,72558728,2011-03-01
ASSET,7,24491613370,2011-03-01
ASSET,8,6839554714,2011-03-01
ASSET,9,1600050638,2011-03-01
ASSET,10,2769674182,2011-03-01
LIABILITY,1,21291966920,2011-03-01
LIABILITY,2,9779189314,2011-03-01
LIABILITY,3,0,2011-03-01
LIABILITY,4,3844896706,2011-03-01
LIABILITY,5,739815099,2011-03-01
LIABILITY,6,24852788,2011-03-01
LIABILITY,7,55701,2011-03-01
LIABILITY,8,873186388,2011-03-01
LIABILITY,9,85892615557,2011-03-01
LIABILITY,10,987339479,2011-03-01
LIABILITY,11,2397500086,2011-03-01
LIABILITY,12,3034066141,2011-03-01
LIABILITY,13,815444326,2011-03-01
ASSET,1,4779863752,2011-04-01
ASSET,2,1036845017,2011-04-01
ASSET,3,333440226,2011-04-01
ASSET,4,113350,2011-04-01
ASSET,5,86853500000,2011-04-01
ASSET,6,71139191,2011-04-01
ASSET,7,27667501738,2011-04-01
ASSET,8,7072911017,2011-04-01
ASSET,9,1600050638,2011-04-01
ASSET,10,2749093937,2011-04-01
LIABILITY,1,21555742270,2011-04-01
LIABILITY,2,3971202528,2011-04-01
LIABILITY,3,0,2011-04-01
LIABILITY,4,3651460971,2011-04-01
LIABILITY,5,973170266,2011-04-01
LIABILITY,6,24382676,2011-04-01
LIABILITY,7,55701,2011-04-01
LIABILITY,8,873186388,2011-04-01
LIABILITY,9,93845913639,2011-04-01
LIABILITY,10,1014014736,2011-04-01
LIABILITY,11,2405819224,2011-04-01
LIABILITY,12,3034066141,2011-04-01
LIABILITY,13,815444326,2011-04-01
ASSET,1,4781355409,2011-05-01
ASSET,2,1010588654,2011-05-01
ASSET,3,356523098,2011-05-01
ASSET,4,113481,2011-05-01
ASSET,5,97531300000,2011-05-01
ASSET,6,70062021,2011-05-01
ASSET,7,26592768206,2011-05-01
ASSET,8,7051814333,2011-05-01
ASSET,9,1600050638,2011-05-01
ASSET,10,2681148820,2011-05-01
LIABILITY,1,21648851610,2011-05-01
LIABILITY,2,2836306612,2011-05-01
LIABILITY,3,0,2011-05-01
LIABILITY,4,3488973412,2011-05-01
LIABILITY,5,959242689,2011-05-01
LIABILITY,6,23263424,2011-05-01
LIABILITY,7,55701,2011-05-01
LIABILITY,8,873186388,2011-05-01
LIABILITY,9,104511339916,2011-05-01
LIABILITY,10,1081409222,2011-05-01
LIABILITY,11,2403585219,2011-05-01
LIABILITY,12,3034066141,2011-05-01
LIABILITY,13,815444326,2011-05-01
ASSET,1,4954011254,2011-06-01
ASSET,2,1015360392,2011-06-01
ASSET,3,337009668,2011-06-01
ASSET,4,113557,2011-06-01
ASSET,5,103039600000,2011-06-01
ASSET,6,71809136,2011-06-01
ASSET,7,36203316862,2011-06-01
ASSET,8,6595619230,2011-06-01
ASSET,9,1600050638,2011-06-01
ASSET,10,2259762488,2011-06-01
LIABILITY,1,21881134095,2011-06-01
LIABILITY,2,10715034535,2011-06-01
LIABILITY,3,0,2011-06-01
LIABILITY,4,2482604890,2011-06-01
LIABILITY,5,973512311,2011-06-01
LIABILITY,6,24640582,2011-06-01
LIABILITY,7,55392,2011-06-01
LIABILITY,8,865832446,2011-06-01
LIABILITY,9,111554167094,2011-06-01
LIABILITY,10,1158681094,2011-06-01
LIABILITY,11,2403139089,2011-06-01
LIABILITY,12,3202407370,2011-06-01
LIABILITY,13,815444326,2011-06-01
ASSET,1,4954640923,2011-07-01
ASSET,2,1026495068,2011-07-01
ASSET,3,313731306,2011-07-01
ASSET,4,113636,2011-07-01
ASSET,5,96293400000,2011-07-01
ASSET,6,72928957,2011-07-01
ASSET,7,22186790507,2011-07-01
ASSET,8,6595619230,2011-07-01
ASSET,9,1600050638,2011-07-01
ASSET,10,15595327058,2011-07-01
LIABILITY,1,22106596140,2011-07-01
LIABILITY,2,6832406361,2011-07-01
LIABILITY,3,0,2011-07-01
LIABILITY,4,4652005896,2011-07-01
LIABILITY,5,974744993,2011-07-01
LIABILITY,6,17768273,2011-07-01
LIABILITY,7,55392,2011-07-01
LIABILITY,8,865832446,2011-07-01
LIABILITY,9,105519148345,2011-07-01
LIABILITY,10,1250305996,2011-07-01
LIABILITY,11,2402381785,2011-07-01
LIABILITY,12,3202407370,2011-07-01
LIABILITY,13,815444326,2011-07-01
ASSET,1,4955847685,2011-08-01
ASSET,2,1011587219,2011-08-01
ASSET,3,335337824,2011-08-01
ASSET,4,113706,2011-08-01
ASSET,5,93093900000,2011-08-01
ASSET,6,71049256,2011-08-01
ASSET,7,22696194590,2011-08-01
ASSET,8,6595619230,2011-08-01
ASSET,9,1600050638,2011-08-01
ASSET,10,22020806333,2011-08-01
LIABILITY,1,21954350485,2011-08-01
LIABILITY,2,6365929292,2011-08-01
LIABILITY,3,0,2011-08-01
LIABILITY,4,4399824536,2011-08-01
LIABILITY,5,994683802,2011-08-01
LIABILITY,6,21855776,2011-08-01
LIABILITY,7,55392,2011-08-01
LIABILITY,8,865832446,2011-08-01
LIABILITY,9,109972041585,2011-08-01
LIABILITY,10,1386546802,2011-08-01
LIABILITY,11,2401534669,2011-08-01
LIABILITY,12,3202407370,2011-08-01
LIABILITY,13,815444326,2011-08-01
ASSET,1,5729732985,2011-09-01
ASSET,2,1102566539,2011-09-01
ASSET,3,712487099,2011-09-01
ASSET,4,113752,2011-09-01
ASSET,5,77758200000,2011-09-01
ASSET,6,72264655,2011-09-01
ASSET,7,22900941728,2011-09-01
ASSET,8,6636794696,2011-09-01
ASSET,9,1600050638,2011-09-01
ASSET,10,42161724896,2011-09-01
LIABILITY,1,22148888035,2011-09-01
LIABILITY,2,5877345066,2011-09-01
LIABILITY,3,0,2011-09-01
LIABILITY,4,4410939939,2011-09-01
LIABILITY,5,1015968923,2011-09-01
LIABILITY,6,18028790,2011-09-01
LIABILITY,7,56693,2011-09-01
LIABILITY,8,904721064,2011-09-01
LIABILITY,9,115536155407,2011-09-01
LIABILITY,10,1535425165,2011-09-01
LIABILITY,11,2405870934,2011-09-01
LIABILITY,12,4006032646,2011-09-01
LIABILITY,13,815444326,2011-09-01
ASSET,1,5729370014,2011-10-01
ASSET,2,1056805245,2011-10-01
ASSET,3,724022838,2011-10-01
ASSET,4,113752,2011-10-01
ASSET,5,74340400000,2011-10-01
ASSET,6,70911010,2011-10-01
ASSET,7,22957072873,2011-10-01
ASSET,8,6636794696,2011-10-01
ASSET,9,1600050638,2011-10-01
ASSET,10,51846861152,2011-10-01
LIABILITY,1,22330792270,2011-10-01
LIABILITY,2,3494000281,2011-10-01
LIABILITY,3,0,2011-10-01
LIABILITY,4,4377979081,2011-10-01
LIABILITY,5,1015969351,2011-10-01
LIABILITY,6,17826101,2011-10-01
LIABILITY,7,2784,2011-10-01
LIABILITY,8,904721064,2011-10-01
LIABILITY,9,123694147293,2011-10-01
LIABILITY,10,1827245763,2011-10-01
LIABILITY,11,2478241258,2011-10-01
LIABILITY,12,4006032646,2011-10-01
LIABILITY,13,815444326,2011-10-01
ASSET,1,5728908707,2011-11-01
ASSET,2,984457426,2011-11-01
ASSET,3,776923845,2011-11-01
ASSET,4,113752,2011-11-01
ASSET,5,73412500000,2011-11-01
ASSET,6,70611645,2011-11-01
ASSET,7,23185635655,2011-11-01
ASSET,8,6636794696,2011-11-01
ASSET,9,1600050638,2011-11-01
ASSET,10,58440859824,2011-11-01
LIABILITY,1,22419277145,2011-11-01
LIABILITY,2,5255606178,2011-11-01
LIABILITY,3,0,2011-11-01
LIABILITY,4,3265707903,2011-11-01
LIABILITY,5,992283040,2011-11-01
LIABILITY,6,15542126,2011-11-01
LIABILITY,7,2606,2011-11-01
LIABILITY,8,904721064,2011-11-01
LIABILITY,9,128251422283,2011-11-01
LIABILITY,10,1900118722,2011-11-01
LIABILITY,11,3010698149,2011-11-01
LIABILITY,12,4006032646,2011-11-01
LIABILITY,13,815444326,2011-11-01
ASSET,1,5762310041,2012-01-01
ASSET,2,975591578,2012-01-01
ASSET,3,871602593,2012-01-01
ASSET,4,113867,2012-01-01
ASSET,5,73365000000,2012-01-01
ASSET,6,70274566,2012-01-01
ASSET,7,21150236211,2012-01-01
ASSET,8,6659874462,2012-01-01
ASSET,9,1632798971,2012-01-01
ASSET,10,58400478447,2012-01-01
LIABILITY,1,22446765585,2012-01-01
LIABILITY,2,3002076688,2012-01-01
LIABILITY,3,0,2012-01-01
LIABILITY,4,5817337979,2012-01-01
LIABILITY,5,1041805828,2012-01-01
LIABILITY,6,24646356,2012-01-01
LIABILITY,7,2268,2012-01-01
LIABILITY,8,928426952,2012-01-01
LIABILITY,9,125552600423,2012-01-01
LIABILITY,10,1258554287,2012-01-01
LIABILITY,11,3950903761,2012-01-01
LIABILITY,12,4049716285,2012-01-01
LIABILITY,13,815444324,2012-01-01
ASSET,1,5760696347,2012-02-01
ASSET,2,975486376,2012-02-01
ASSET,3,1270341472,2012-02-01
ASSET,4,113870,2012-02-01
ASSET,5,49842000000,2012-02-01
ASSET,6,69762191,2012-02-01
ASSET,7,21479464480,2012-02-01
ASSET,8,6659874462,2012-02-01
ASSET,9,1632798971,2012-02-01
ASSET,10,110205479647,2012-02-01
LIABILITY,1,22407393045,2012-02-01
LIABILITY,2,30722839206,2012-02-01
LIABILITY,3,0,2012-02-01
LIABILITY,4,5894442615,2012-02-01
LIABILITY,5,1030682556,2012-02-01
LIABILITY,6,29103610,2012-02-01
LIABILITY,7,2268,2012-02-01
LIABILITY,8,928426952,2012-02-01
LIABILITY,9,126631940093,2012-02-01
LIABILITY,10,1435521907,2012-02-01
LIABILITY,11,3950504345,2012-02-01
LIABILITY,12,4049716285,2012-02-01
LIABILITY,13,815444934,2012-02-01
ASSET,1,5889993582,2012-03-01
ASSET,2,972642371,2012-03-01
ASSET,3,393038185,2012-03-01
ASSET,4,113870,2012-03-01
ASSET,5,78878000000,2012-03-01
ASSET,6,71228077,2012-03-01
ASSET,7,20650558506,2012-03-01
ASSET,8,6637511368,2012-03-01
ASSET,9,1632798971,2012-03-01
ASSET,10,49241834054,2012-03-01
LIABILITY,1,22475106580,2012-03-01
LIABILITY,2,1532141561,2012-03-01
LIABILITY,3,0,2012-03-01
LIABILITY,4,6431447911,2012-03-01
LIABILITY,5,999252041,2012-03-01
LIABILITY,6,34789593,2012-03-01
LIABILITY,7,2197,2012-03-01
LIABILITY,8,908081411,2012-03-01
LIABILITY,9,121391362604,2012-03-01
LIABILITY,10,1660231387,2012-03-01
LIABILITY,11,3949524787,2012-03-01
LIABILITY,12,4170333978,2012-03-01
LIABILITY,13,815444934,2012-03-01
ASSET,1,5890724653,2012-04-01
ASSET,2,954654882,2012-04-01
ASSET,3,379637890,2012-04-01
ASSET,4,113872,2012-04-01
ASSET,5,62022500000,2012-04-01
ASSET,6,59231405479,2012-04-01
ASSET,7,20474455025,2012-04-01
ASSET,8,6637511368,2012-04-01
ASSET,9,1632798971,2012-04-01
ASSET,10,2993010045,2012-04-01
LIABILITY,1,22576147265,2012-04-01
LIABILITY,2,2915046060,2012-04-01
LIABILITY,3,0,2012-04-01
LIABILITY,4,6709297967,2012-04-01
LIABILITY,5,1019159869,2012-04-01
LIABILITY,6,34368142,2012-04-01
LIABILITY,7,2197,2012-04-01
LIABILITY,8,908081411,2012-04-01
LIABILITY,9,115446017028,2012-04-01
LIABILITY,10,1673211483,2012-04-01
LIABILITY,11,3949701851,2012-04-01
LIABILITY,12,4170333978,2012-04-01
LIABILITY,13,815444934,2012-04-01
ASSET,1,5890068872,2012-05-01
ASSET,2,967471853,2012-05-01
ASSET,3,365173286,2012-05-01
ASSET,4,113872,2012-05-01
ASSET,5,3446945000,2012-05-01
ASSET,6,124084666203,2012-05-01
ASSET,7,19659282994,2012-05-01
ASSET,8,6637511368,2012-05-01
ASSET,9,1632798971,2012-05-01
ASSET,10,2873421903,2012-05-01
LIABILITY,1,22812589185,2012-05-01
LIABILITY,2,2229571772,2012-05-01
LIABILITY,3,0,2012-05-01
LIABILITY,4,5685547535,2012-05-01
LIABILITY,5,1029804739,2012-05-01
LIABILITY,6,37707360,2012-05-01
LIABILITY,7,2197,2012-05-01
LIABILITY,8,908081411,2012-05-01
LIABILITY,9,122009039225,2012-05-01
LIABILITY,10,1909378573,2012-05-01
LIABILITY,11,3949907592,2012-05-01
LIABILITY,12,4170333978,2012-05-01
LIABILITY,13,815490755,2012-05-01
ASSET,1,5904106537,2012-06-01
ASSET,2,1007070168,2012-06-01
ASSET,3,579645467,2012-06-01
ASSET,4,113872,2012-06-01
ASSET,5,73660000000,2012-06-01
ASSET,6,61944565743,2012-06-01
ASSET,7,19680072738,2012-06-01
ASSET,8,6205596665,2012-06-01
ASSET,9,1632798971,2012-06-01
ASSET,10,2756977090,2012-06-01
LIABILITY,1,23089772900,2012-06-01
LIABILITY,2,3332043879,2012-06-01
LIABILITY,3,0,2012-06-01
LIABILITY,4,5586549695,2012-06-01
LIABILITY,5,1058022595,2012-06-01
LIABILITY,6,45545500,2012-06-01
LIABILITY,7,2331,2012-06-01
LIABILITY,8,943213103,2012-06-01
LIABILITY,9,128267416663,2012-06-01
LIABILITY,10,2106733853,2012-06-01
LIABILITY,11,3950111908,2012-06-01
LIABILITY,12,4176040605,2012-06-01
LIABILITY,13,815494219,2012-06-01
ASSET,1,5904930903,2012-07-01
ASSET,2,1034522891,2012-07-01
ASSET,3,515850587,2012-07-01
ASSET,4,23872,2012-07-01
ASSET,5,23998000000,2012-07-01
ASSET,6,106315345333,2012-07-01
ASSET,7,20310657243,2012-07-01
ASSET,8,6205596665,2012-07-01
ASSET,9,1632798971,2012-07-01
ASSET,10,2717663760,2012-07-01
LIABILITY,1,23196316440,2012-07-01
LIABILITY,2,3652208489,2012-07-01
LIABILITY,3,0,2012-07-01
LIABILITY,4,5012604484,2012-07-01
LIABILITY,5,1043083027,2012-07-01
LIABILITY,6,42324598,2012-07-01
LIABILITY,7,2331,2012-07-01
LIABILITY,8,943213103,2012-07-01
LIABILITY,9,123907327013,2012-07-01
LIABILITY,10,1933459303,2012-07-01
LIABILITY,11,3913316613,2012-07-01
LIABILITY,12,4176040605,2012-07-01
LIABILITY,13,815494219,2012-07-01
ASSET,1,5906289310,2012-08-01
ASSET,2,1019068552,2012-08-01
ASSET,3,486214932,2012-08-01
ASSET,4,23872,2012-08-01
ASSET,5,30864400000,2012-08-01
ASSET,6,100830133421,2012-08-01
ASSET,7,19943020463,2012-08-01
ASSET,8,6205596665,2012-08-01
ASSET,9,1632798971,2012-08-01
ASSET,10,2706268791,2012-08-01
LIABILITY,1,23159372390,2012-08-01
LIABILITY,2,2168400552,2012-08-01
LIABILITY,3,95000000,2012-08-01
LIABILITY,4,5597828362,2012-08-01
LIABILITY,5,1071265492,2012-08-01
LIABILITY,6,40448822,2012-08-01
LIABILITY,7,2331,2012-08-01
LIABILITY,8,943213103,2012-08-01
LIABILITY,9,125425850828,2012-08-01
LIABILITY,10,2187130386,2012-08-01
LIABILITY,11,3913767833,2012-08-01
LIABILITY,12,4176040605,2012-08-01
LIABILITY,13,815494273,2012-08-01
ASSET,1,6528846746,2012-09-01
ASSET,2,1021656771,2012-09-01
ASSET,3,445882189,2012-09-01
ASSET,4,23873,2012-09-01
ASSET,5,30259100000,2012-09-01
ASSET,6,100640211055,2012-09-01
ASSET,7,20023599933,2012-09-01
ASSET,8,6195011106,2012-09-01
ASSET,9,1632798971,2012-09-01
ASSET,10,2484833463,2012-09-01
LIABILITY,1,23057634160,2012-09-01
LIABILITY,2,2585365952,2012-09-01
LIABILITY,3,95000000,2012-09-01
LIABILITY,4,5431957680,2012-09-01
LIABILITY,5,1040974166,2012-09-01
LIABILITY,6,43164193,2012-09-01
LIABILITY,7,2270,2012-09-01
LIABILITY,8,933433801,2012-09-01
LIABILITY,9,124272609292,2012-09-01
LIABILITY,10,2243473348,2012-09-01
LIABILITY,11,3914034062,2012-09-01
LIABILITY,12,4798820910,2012-09-01
LIABILITY,13,815494273,2012-09-01
ASSET,1,6531263792,2012-10-01
ASSET,2,1031136863,2012-10-01
ASSET,3,368045207,2012-10-01
ASSET,4,23873,2012-10-01
ASSET,5,6518100000,2012-10-01
ASSET,6,122792725006,2012-10-01
ASSET,7,20994347204,2012-10-01
ASSET,8,6195011106,2012-10-01
ASSET,9,1632798971,2012-10-01
ASSET,10,2430682518,2012-10-01
LIABILITY,1,23029112320,2012-10-01
LIABILITY,2,2275011958,2012-10-01
LIABILITY,3,95000000,2012-10-01
LIABILITY,4,5259376438,2012-10-01
LIABILITY,5,1040974158,2012-10-01
LIABILITY,6,46668382,2012-10-01
LIABILITY,7,2270,2012-10-01
LIABILITY,8,933433801,2012-10-01
LIABILITY,9,123882260145,2012-10-01
LIABILITY,10,2403896427,2012-10-01
LIABILITY,11,3914083416,2012-10-01
LIABILITY,12,4798820910,2012-10-01
LIABILITY,13,815494315,2012-10-01
ASSET,1,6533751480,2012-11-01
ASSET,2,1042277405,2012-11-01
ASSET,3,362145947,2012-11-01
ASSET,4,23873,2012-11-01
ASSET,5,5605100000,2012-11-01
ASSET,6,123298766412,2012-11-01
ASSET,7,20984856283,2012-11-01
ASSET,8,6195011106,2012-11-01
ASSET,9,1632798971,2012-11-01
ASSET,10,2454328111,2012-11-01
LIABILITY,1,22986484570,2012-11-01
LIABILITY,2,2861439778,2012-11-01
LIABILITY,3,0,2012-11-01
LIABILITY,4,4573423018,2012-11-01
LIABILITY,5,1040982409,2012-11-01
LIABILITY,6,49037711,2012-11-01
LIABILITY,7,2270,2012-11-01
LIABILITY,8,933433801,2012-11-01
LIABILITY,9,123497088939,2012-11-01
LIABILITY,10,2638651983,2012-11-01
LIABILITY,11,3914198174,2012-11-01
LIABILITY,12,4798820910,2012-11-01
LIABILITY,13,815496025,2012-11-01
ASSET,1,5987341922,2013-01-01
ASSET,2,1005918074,2013-01-01
ASSET,3,346872428,2013-01-01
ASSET,4,23873,2013-01-01
ASSET,5,76223000000,2013-01-01
ASSET,6,31426463834,2013-01-01
ASSET,7,21413826189,2013-01-01
ASSET,8,6170409022,2013-01-01
ASSET,9,1665547304,2013-01-01
ASSET,10,2522827978,2013-01-01
LIABILITY,1,22800317560,2013-01-01
LIABILITY,2,2994406179,2013-01-01
LIABILITY,3,0,2013-01-01
LIABILITY,4,6603728319,2013-01-01
LIABILITY,5,1023839673,2013-01-01
LIABILITY,6,42056505,2013-01-01
LIABILITY,7,2224,2013-01-01
LIABILITY,8,911998065,2013-01-01
LIABILITY,9,100205395624,2013-01-01
LIABILITY,10,901281079,2013-01-01
LIABILITY,11,6213851424,2013-01-01
LIABILITY,12,4249859880,2013-01-01
LIABILITY,13,815494092,2013-01-01
ASSET,1,5989715555,2013-02-01
ASSET,2,980547257,2013-02-01
ASSET,3,351349686,2013-02-01
ASSET,4,23873,2013-02-01
ASSET,5,75230000000,2013-02-01
ASSET,6,21156300386,2013-02-01
ASSET,7,22286597267,2013-02-01
ASSET,8,6170409022,2013-02-01
ASSET,9,1665547304,2013-02-01
ASSET,10,2516678441,2013-02-01
LIABILITY,1,22734179960,2013-02-01
LIABILITY,2,2644197443,2013-02-01
LIABILITY,3,0,2013-02-01
LIABILITY,4,6749851300,2013-02-01
LIABILITY,5,999483799,2013-02-01
LIABILITY,6,37164374,2013-02-01
LIABILITY,7,2224,2013-02-01
LIABILITY,8,911998065,2013-02-01
LIABILITY,9,90281100697,2013-02-01
LIABILITY,10,709628027,2013-02-01
LIABILITY,11,6214208930,2013-02-01
LIABILITY,12,4249859880,2013-02-01
LIABILITY,13,815494092,2013-02-01
ASSET,1,5946605466,2013-03-01
ASSET,2,971733630,2013-03-01
ASSET,3,362872032,2013-03-01
ASSET,4,23873,2013-03-01
ASSET,5,70732700000,2013-03-01
ASSET,6,21223209163,2013-03-01
ASSET,7,21174056796,2013-03-01
ASSET,8,6174559591,2013-03-01
ASSET,9,1665547304,2013-03-01
ASSET,10,2517257023,2013-03-01
LIABILITY,1,23160373365,2013-03-01
LIABILITY,2,2868752578,2013-03-01
LIABILITY,3,0,2013-03-01
LIABILITY,4,6897827301,2013-03-01
LIABILITY,5,1028072897,2013-03-01
LIABILITY,6,26947915,2013-03-01
LIABILITY,7,2292,2013-03-01
LIABILITY,8,915198620,2013-03-01
LIABILITY,9,83806886278,2013-03-01
LIABILITY,10,834601608,2013-03-01
LIABILITY,11,6214567175,2013-03-01
LIABILITY,12,4199840397,2013-03-01
LIABILITY,13,815494452,2013-03-01
ASSET,1,5945293954,2013-04-01
ASSET,2,992572754,2013-04-01
ASSET,3,376069783,2013-04-01
ASSET,4,23873,2013-04-01
ASSET,5,60911700000,2013-04-01
ASSET,6,33427245606,2013-04-01
ASSET,7,21159392726,2013-04-01
ASSET,8,6174559591,2013-04-01
ASSET,9,1665547304,2013-04-01
ASSET,10,2574110892,2013-04-01
LIABILITY,1,23290820870,2013-04-01
LIABILITY,2,1422661398,2013-04-01
LIABILITY,3,0,2013-04-01
LIABILITY,4,6758953279,2013-04-01
LIABILITY,5,1028056677,2013-04-01
LIABILITY,6,32484905,2013-04-01
LIABILITY,7,2292,2013-04-01
LIABILITY,8,915198620,2013-04-01
LIABILITY,9,87627343669,2013-04-01
LIABILITY,10,920740905,2013-04-01
LIABILITY,11,6214919019,2013-04-01
LIABILITY,12,4199840397,2013-04-01
LIABILITY,13,815494452,2013-04-01
ASSET,1,5945167823,2013-05-01
ASSET,2,993409099,2013-05-01
ASSET,3,375612863,2013-05-01
ASSET,4,23873,2013-05-01
ASSET,5,65397000000,2013-05-01
ASSET,6,19931911346,2013-05-01
ASSET,7,21295184216,2013-05-01
ASSET,8,6174559591,2013-05-01
ASSET,9,1665547304,2013-05-01
ASSET,10,2546985834,2013-05-01
LIABILITY,1,23387030410,2013-05-01
LIABILITY,2,1374406093,2013-05-01
LIABILITY,3,0,2013-05-01
LIABILITY,4,7063579404,2013-05-01
LIABILITY,5,1016496504,2013-05-01
LIABILITY,6,36996085,2013-05-01
LIABILITY,7,2292,2013-05-01
LIABILITY,8,915198620,2013-05-01
LIABILITY,9,78268042875,2013-05-01
LIABILITY,10,1035642360,2013-05-01
LIABILITY,11,6212672437,2013-05-01
LIABILITY,12,4199840397,2013-05-01
LIABILITY,13,815494472,2013-05-01
ASSET,1,4371771015,2013-06-01
ASSET,2,1050622909,2013-06-01
ASSET,3,364022549,2013-06-01
ASSET,4,23868,2013-06-01
ASSET,5,61138000000,2013-06-01
ASSET,6,20856291320,2013-06-01
ASSET,7,21318032698,2013-06-01
ASSET,8,5686952382,2013-06-01
ASSET,9,1665547304,2013-06-01
ASSET,10,2515440162,2013-06-01
LIABILITY,1,23541937070,2013-06-01
LIABILITY,2,2013630608,2013-06-01
LIABILITY,3,0,2013-06-01
LIABILITY,4,8981455714,2013-06-01
LIABILITY,5,1010003174,2013-06-01
LIABILITY,6,41817546,2013-06-01
LIABILITY,7,2244,2013-06-01
LIABILITY,8,900182416,2013-06-01
LIABILITY,9,71730889242,2013-06-01
LIABILITY,10,1111753441,2013-06-01
LIABILITY,11,6206978937,2013-06-01
LIABILITY,12,2612559343,2013-06-01
LIABILITY,13,815494472,2013-06-01
ASSET,1,4372276157,2013-07-01
ASSET,2,2442808907,2013-07-01
ASSET,3,375168995,2013-07-01
ASSET,4,23868,2013-07-01
ASSET,5,62038700000,2013-07-01
ASSET,6,16000127950,2013-07-01
ASSET,7,21645440459,2013-07-01
ASSET,8,5686952382,2013-07-01
ASSET,9,1660350092,2013-07-01
ASSET,10,2497402664,2013-07-01
LIABILITY,1,23666137200,2013-07-01
LIABILITY,2,1707158132,2013-07-01
