column,line,amount,month
LIABILITY,10,1083435488,2005-03-01
LIABILITY,11,785835765,2005-03-01
LIABILITY,12,200243333,2005-03-01
LIABILITY,13,625981892,2005-03-01
ASSET,1,1468005251,2005-04-01
ASSET,2,605338579,2005-04-01
ASSET,3,1458039670,2005-04-01
ASSET,4,1100107167,2005-04-01
ASSET,5,2497640795,2005-04-01
ASSET,6,615326032,2005-04-01
ASSET,7,8696076863,2005-04-01
ASSET,8,9260758647,2005-04-01
ASSET,9,1449244341,2005-04-01
ASSET,10,6826454133,2005-04-01
LIABILITY,1,12377501645,2005-04-01
LIABILITY,2,3283968427,2005-04-01
LIABILITY,3,15077000,2005-04-01
LIABILITY,4,788234636,2005-04-01
LIABILITY,5,652983624,2005-04-01
LIABILITY,6,139637382,2005-04-01
LIABILITY,7,542691643,2005-04-01
LIABILITY,8,120700347,2005-04-01
LIABILITY,9,13441585232,2005-04-01
LIABILITY,10,996964368,2005-04-01
LIABILITY,11,785838713,2005-04-01
LIABILITY,12,205826569,2005-04-01
LIABILITY,13,625981892,2005-04-01
ASSET,1,1468134919,2005-05-01
ASSET,2,593195883,2005-05-01
ASSET,3,1441923184,2005-05-01
ASSET,4,1024416402,2005-05-01
ASSET,5,2157663720,2005-05-01
ASSET,6,733975798,2005-05-01
ASSET,7,8708468868,2005-05-01
ASSET,8,9264045693,2005-05-01
ASSET,9,1449244341,2005-05-01
ASSET,10,6800906665,2005-05-01
LIABILITY,1,12515226660,2005-05-01
LIABILITY,2,2401276813,2005-05-01
LIABILITY,3,15679000,2005-05-01
LIABILITY,4,984589659,2005-05-01
LIABILITY,5,690500991,2005-05-01
LIABILITY,6,142736876,2005-05-01
LIABILITY,7,542691643,2005-05-01
LIABILITY,8,120700347,2005-05-01
LIABILITY,9,13727029152,2005-05-01
LIABILITY,10,883734094,2005-05-01
LIABILITY,11,785803516,2005-05-01
LIABILITY,12,206024830,2005-05-01
LIABILITY,13,625981892,2005-05-01
ASSET,3,1496486597,2005-06-01
ASSET,4,41,2005-06-01
ASSET,NA,NA,2005-06-01
ASSET,5,2337598780,2005-06-01
ASSET,NA,NA,2005-06-01
ASSET,6,754438504,2005-06-01
ASSET,NA,NA,2005-06-01
ASSET,8,8823635086,2005-06-01
ASSET,NA,NA,2005-06-01
ASSET,NA,NA,2005-06-01
ASSET,9,1454821778,2005-06-01
ASSET,NA,NA,2005-06-01
ASSET,10,132,2005-06-01
ASSET,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
LIABILITY,NA,NA,2005-06-01
ASSET,1,1609142108,2005-07-01
ASSET,2,728075882,2005-07-01
ASSET,3,1534508432,2005-07-01
ASSET,4,766602200,2005-07-01
ASSET,5,2560539385,2005-07-01
ASSET,6,600778563,2005-07-01
ASSET,7,7898772780,2005-07-01
ASSET,8,8845007086,2005-07-01
ASSET,9,1449244341,2005-07-01
ASSET,10,6494750975,2005-07-01
LIABILITY,1,13032580510,2005-07-01
LIABILITY,2,2944161115,2005-07-01
LIABILITY,3,1612000,2005-07-01
LIABILITY,4,886102495,2005-07-01
LIABILITY,5,712637407,2005-07-01
LIABILITY,6,143824656,2005-07-01
LIABILITY,7,559552829,2005-07-01
LIABILITY,8,124863131,2005-07-01
LIABILITY,9,11344882826,2005-07-01
LIABILITY,10,944460427,2005-07-01
LIABILITY,11,785680084,2005-07-01
LIABILITY,12,381082380,2005-07-01
LIABILITY,13,625981892,2005-07-01
ASSET,1,1609588207,2005-08-01
ASSET,2,768533316,2005-08-01
ASSET,3,1431653360,2005-08-01
ASSET,4,839870948,2005-08-01
ASSET,5,2839768185,2005-08-01
ASSET,6,568926669,2005-08-01
ASSET,7,7982103531,2005-08-01
ASSET,8,8842470376,2005-08-01
ASSET,9,1566372506,2005-08-01
ASSET,10,6509353738,2005-08-01
LIABILITY,1,12877374355,2005-08-01
LIABILITY,2,2863642527,2005-08-01
LIABILITY,3,1612000,2005-08-01
LIABILITY,4,984971508,2005-08-01
LIABILITY,5,739622484,2005-08-01
LIABILITY,6,149389798,2005-08-01
LIABILITY,7,559552829,2005-08-01
LIABILITY,8,124863131,2005-08-01
LIABILITY,9,11918307375,2005-08-01
LIABILITY,10,945282351,2005-08-01
LIABILITY,11,785654340,2005-08-01
LIABILITY,12,382386246,2005-08-01
LIABILITY,13,625981892,2005-08-01
ASSET,1,1751976664,2005-09-01
ASSET,2,705994868,2005-09-01
ASSET,3,1386563031,2005-09-01
ASSET,4,914334049,2005-09-01
ASSET,5,416152682,2005-09-01
ASSET,6,668287966,2005-09-01
ASSET,7,7984486306,2005-09-01
ASSET,8,8840085691,2005-09-01
ASSET,9,1754505575,2005-09-01
ASSET,10,6602228924,2005-09-01
LIABILITY,1,13018273320,2005-09-01
LIABILITY,2,5531860625,2005-09-01
LIABILITY,3,1612000,2005-09-01
LIABILITY,4,952175150,2005-09-01
LIABILITY,5,752363903,2005-09-01
LIABILITY,6,159491281,2005-09-01
LIABILITY,7,550728622,2005-09-01
LIABILITY,8,124622680,2005-09-01
LIABILITY,9,6987991129,2005-09-01
LIABILITY,10,1008965217,2005-09-01
LIABILITY,11,785652198,2005-09-01
LIABILITY,12,524897739,2005-09-01
LIABILITY,13,625981892,2005-09-01
ASSET,1,1751861639,2005-10-01
ASSET,2,752510396,2005-10-01
ASSET,3,1383215136,2005-10-01
ASSET,4,918569801,2005-10-01
ASSET,5,2959622116,2005-10-01
ASSET,6,465179074,2005-10-01
ASSET,7,8150063468,2005-10-01
ASSET,8,8844418918,2005-10-01
ASSET,9,1691611511,2005-10-01
ASSET,10,6551708892,2005-10-01
LIABILITY,1,13121817335,2005-10-01
LIABILITY,2,2589341494,2005-10-01
LIABILITY,3,1612000,2005-10-01
LIABILITY,4,1288295753,2005-10-01
LIABILITY,5,758819770,2005-10-01
LIABILITY,6,152188390,2005-10-01
LIABILITY,7,550728622,2005-10-01
LIABILITY,8,124622680,2005-10-01
LIABILITY,9,11991388546,2005-10-01
LIABILITY,10,957907976,2005-10-01
LIABILITY,11,785654450,2005-10-01
LIABILITY,12,520402043,2005-10-01
LIABILITY,13,625981892,2005-10-01
ASSET,1,1752105662,2005-11-01
ASSET,2,717243689,2005-11-01
ASSET,3,1375180968,2005-11-01
ASSET,4,1019925276,2005-11-01
ASSET,5,3812057616,2005-11-01
ASSET,6,580318791,2005-11-01
ASSET,7,7939448500,2005-11-01
ASSET,8,8844418918,2005-11-01
ASSET,9,1805207841,2005-11-01
ASSET,10,6605965469,2005-11-01
LIABILITY,1,13221943250,2005-11-01
LIABILITY,2,2812198136,2005-11-01
LIABILITY,3,677000,2005-11-01
LIABILITY,4,1168164088,2005-11-01
LIABILITY,5,772370011,2005-11-01
LIABILITY,6,152347510,2005-11-01
LIABILITY,7,550728622,2005-11-01
LIABILITY,8,124622680,2005-11-01
LIABILITY,9,12712428424,2005-11-01
LIABILITY,10,1004766198,2005-11-01
LIABILITY,11,785614354,2005-11-01
LIABILITY,12,520030565,2005-11-01
LIABILITY,13,625981892,2005-11-01
ASSET,1,1937935411,2006-01-01
ASSET,2,437857527,2006-01-01
ASSET,3,902487453,2006-01-01
ASSET,4,1035625126,2006-01-01
ASSET,5,4181509422,2006-01-01
ASSET,6,928934828,2006-01-01
ASSET,7,8207693623,2006-01-01
ASSET,8,8786178291,2006-01-01
ASSET,9,1449244341,2006-01-01
ASSET,10,6432909214,2006-01-01
LIABILITY,1,13353930740,2006-01-01
LIABILITY,2,4057297202,2006-01-01
LIABILITY,3,27211000,2006-01-01
LIABILITY,4,1119648426,2006-01-01
LIABILITY,5,911690753,2006-01-01
LIABILITY,6,143152469,2006-01-01
LIABILITY,7,109831235,2006-01-01
LIABILITY,8,125275550,2006-01-01
LIABILITY,9,11486304503,2006-01-01
LIABILITY,10,788237832,2006-01-01
LIABILITY,11,846723033,2006-01-01
LIABILITY,12,682841930,2006-01-01
LIABILITY,13,648230563,2006-01-01
ASSET,NA,NA,2006-02-01
ASSET,4,42,2006-02-01
ASSET,5,5319203782,2006-02-01
ASSET,NA,NA,2006-02-01
ASSET,6,677416202,2006-02-01
ASSET,7,9239249514,2006-02-01
ASSET,NA,NA,2006-02-01
ASSET,8,9320436023,2006-02-01
ASSET,NA,NA,2006-02-01
ASSET,9,1449244341,2006-02-01
ASSET,NA,NA,2006-02-01
ASSET,10,131,2006-02-01
ASSET,NA,NA,2006-02-01
ASSET,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
LIABILITY,NA,NA,2006-02-01
ASSET,1,2151096568,2006-03-01
ASSET,2,571675286,2006-03-01
ASSET,3,449818085,2006-03-01
ASSET,4,1060866815,2006-03-01
ASSET,5,2748612840,2006-03-01
ASSET,6,1038050102,2006-03-01
ASSET,7,8745318995,2006-03-01
ASSET,8,9318482193,2006-03-01
ASSET,9,1449244341,2006-03-01
ASSET,NA,NA,2006-03-01
LIABILITY,1,13602792835,2006-03-01
LIABILITY,2,3963387813,2006-03-01
LIABILITY,3,27211000,2006-03-01
LIABILITY,4,1013658321,2006-03-01
LIABILITY,5,911987624,2006-03-01
LIABILITY,6,123126842,2006-03-01
LIABILITY,7,108077903,2006-03-01
LIABILITY,8,123320987,2006-03-01
LIABILITY,9,11247282547,2006-03-01
LIABILITY,10,924251087,2006-03-01
LIABILITY,11,845910103,2006-03-01
LIABILITY,12,859044919,2006-03-01
LIABILITY,13,648230563,2006-03-01
ASSET,1,2151563535,2006-04-01
ASSET,2,520661224,2006-04-01
ASSET,3,597576879,2006-04-01
ASSET,4,1406815610,2006-04-01
ASSET,5,4802525364,2006-04-01
ASSET,6,1049422539,2006-04-01
ASSET,7,8432078705,2006-04-01
ASSET,8,9307127719,2006-04-01
ASSET,9,1449244341,2006-04-01
ASSET,NA,NA,2006-04-01
LIABILITY,1,13888008865,2006-04-01
LIABILITY,2,3117519827,2006-04-01
LIABILITY,3,27211000,2006-04-01
LIABILITY,4,1028866938,2006-04-01
LIABILITY,5,896299979,2006-04-01
LIABILITY,6,131530350,2006-04-01
LIABILITY,7,108077903,2006-04-01
LIABILITY,8,123320987,2006-04-01
LIABILITY,9,14197959144,2006-04-01
LIABILITY,10,781203576,2006-04-01
LIABILITY,11,845910614,2006-04-01
LIABILITY,12,859003953,2006-04-01
LIABILITY,13,648230563,2006-04-01
ASSET,1,2152038072,2006-05-01
ASSET,2,495695326,2006-05-01
ASSET,3,425507654,2006-05-01
ASSET,4,1276541282,2006-05-01
ASSET,5,4109297304,2006-05-01
ASSET,6,1102971973,2006-05-01
ASSET,7,8436987071,2006-05-01
ASSET,8,9296429497,2006-05-01
ASSET,9,1449244341,2006-05-01
ASSET,10,6915147991,2006-05-01
LIABILITY,1,13936985355,2006-05-01
LIABILITY,2,3076468623,2006-05-01
LIABILITY,3,27211000,2006-05-01
LIABILITY,4,956858831,2006-05-01
LIABILITY,5,885752881,2006-05-01
LIABILITY,6,116707000,2006-05-01
LIABILITY,7,108077903,2006-05-01
LIABILITY,8,123320987,2006-05-01
LIABILITY,9,13348565908,2006-05-01
LIABILITY,10,727084834,2006-05-01
LIABILITY,11,845883979,2006-05-01
LIABILITY,12,858696897,2006-05-01
LIABILITY,13,648246313,2006-05-01
ASSET,1,2106460518,2006-06-01
ASSET,2,645934395,2006-06-01
ASSET,3,496190957,2006-06-01
ASSET,4,763126598,2006-06-01
ASSET,5,3128303069,2006-06-01
ASSET,6,664396328,2006-06-01
ASSET,7,8460233436,2006-06-01
ASSET,8,8818706135,2006-06-01
ASSET,9,1449244341,2006-06-01
ASSET,NA,NA,2006-06-01
LIABILITY,1,14163922780,2006-06-01
LIABILITY,2,4868711152,2006-06-01
LIABILITY,3,0,2006-06-01
LIABILITY,4,935001226,2006-06-01
LIABILITY,5,836579438,2006-06-01
LIABILITY,6,112697677,2006-06-01
LIABILITY,7,108729852,2006-06-01
LIABILITY,8,120509299,2006-06-01
LIABILITY,9,9043600739,2006-06-01
LIABILITY,10,937804163,2006-06-01
LIABILITY,11,845884447,2006-06-01
LIABILITY,12,692209509,2006-06-01
LIABILITY,13,648246313,2006-06-01
ASSET,1,2106792923,2006-07-01
ASSET,2,638173817,2006-07-01
ASSET,3,447320975,2006-07-01
ASSET,4,1170801890,2006-07-01
ASSET,5,5488072487,2006-07-01
ASSET,6,672677509,2006-07-01
ASSET,7,6028959524,2006-07-01
ASSET,8,8820282476,2006-07-01
ASSET,9,1449244341,2006-07-01
ASSET,10,8774882474,2006-07-01
LIABILITY,1,14391787975,2006-07-01
LIABILITY,2,3354710095,2006-07-01
LIABILITY,3,0,2006-07-01
LIABILITY,4,995863069,2006-07-01
LIABILITY,5,836022267,2006-07-01
LIABILITY,6,104551847,2006-07-01
LIABILITY,7,108522442,2006-07-01
LIABILITY,8,120509299,2006-07-01
LIABILITY,9,12633108522,2006-07-01
LIABILITY,10,866597437,2006-07-01
LIABILITY,11,845884533,2006-07-01
LIABILITY,12,691404617,2006-07-01
LIABILITY,13,648246313,2006-07-01
ASSET,1,2107080241,2006-08-01
ASSET,2,755471880,2006-08-01
ASSET,3,373728071,2006-08-01
ASSET,4,890134152,2006-08-01
ASSET,5,5651848956,2006-08-01
ASSET,6,907202856,2006-08-01
ASSET,7,5930886939,2006-08-01
ASSET,8,8819401300,2006-08-01
ASSET,9,1449244341,2006-08-01
ASSET,10,8814555549,2006-08-01
LIABILITY,1,14295397555,2006-08-01
LIABILITY,2,2875901868,2006-08-01
LIABILITY,3,0,2006-08-01
LIABILITY,4,950696422,2006-08-01
LIABILITY,5,837397892,2006-08-01
LIABILITY,6,101554804,2006-08-01
LIABILITY,7,108422243,2006-08-01
LIABILITY,8,120509299,2006-08-01
LIABILITY,9,13296337021,2006-08-01
LIABILITY,10,927471133,2006-08-01
LIABILITY,11,845884533,2006-08-01
LIABILITY,12,691735202,2006-08-01
LIABILITY,13,648246313,2006-08-01
ASSET,1,2120870823,2006-09-01
ASSET,2,652050469,2006-09-01
ASSET,3,411700071,2006-09-01
ASSET,4,807044838,2006-09-01
ASSET,5,3355368016,2006-09-01
ASSET,6,842017051,2006-09-01
ASSET,7,6195567646,2006-09-01
ASSET,8,8816904592,2006-09-01
ASSET,9,1449244341,2006-09-01
ASSET,10,8937477704,2006-09-01
LIABILITY,1,14386196940,2006-09-01
LIABILITY,2,4692063777,2006-09-01
LIABILITY,3,22195000,2006-09-01
LIABILITY,4,1091829671,2006-09-01
LIABILITY,5,853123808,2006-09-01
LIABILITY,6,91831761,2006-09-01
LIABILITY,7,110726112,2006-09-01
LIABILITY,8,120697533,2006-09-01
LIABILITY,9,9024074032,2006-09-01
LIABILITY,10,995857653,2006-09-01
LIABILITY,11,845887616,2006-09-01
LIABILITY,12,705514486,2006-09-01
LIABILITY,13,648247162,2006-09-01
ASSET,1,2123664461,2006-10-01
ASSET,2,558732217,2006-10-01
ASSET,3,486144918,2006-10-01
ASSET,4,547254492,2006-10-01
ASSET,5,4339473171,2006-10-01
ASSET,6,526221422,2006-10-01
ASSET,7,6598566328,2006-10-01
ASSET,8,8821858748,2006-10-01
ASSET,9,1589590751,2006-10-01
ASSET,10,8790995364,2006-10-01
LIABILITY,1,14520284120,2006-10-01
LIABILITY,2,3284020223,2006-10-01
LIABILITY,3,22195000,2006-10-01
LIABILITY,4,921311789,2006-10-01
LIABILITY,5,867234430,2006-10-01
LIABILITY,6,95084836,2006-10-01
LIABILITY,7,110726112,2006-10-01
LIABILITY,8,120697534,2006-10-01
LIABILITY,9,11152004016,2006-10-01
LIABILITY,10,1089283879,2006-10-01
LIABILITY,11,845888773,2006-10-01
LIABILITY,12,705523998,2006-10-01
LIABILITY,13,648247162,2006-10-01
ASSET,1,2124589462,2006-11-01
ASSET,2,750076088,2006-11-01
ASSET,3,490914063,2006-11-01
ASSET,4,451048411,2006-11-01
ASSET,5,5595930845,2006-11-01
ASSET,6,561469672,2006-11-01
ASSET,7,6466575033,2006-11-01
ASSET,8,8821594577,2006-11-01
ASSET,9,1559118831,2006-11-01
ASSET,10,8839928814,2006-11-01
LIABILITY,1,14613866815,2006-11-01
LIABILITY,2,2878867306,2006-11-01
LIABILITY,3,22195000,2006-11-01
LIABILITY,4,1488677566,2006-11-01
LIABILITY,5,861763845,2006-11-01
LIABILITY,6,79093432,2006-11-01
LIABILITY,7,110726112,2006-11-01
LIABILITY,8,120697533,2006-11-01
LIABILITY,9,12253963581,2006-11-01
LIABILITY,10,1031574872,2006-11-01
LIABILITY,11,845889487,2006-11-01
LIABILITY,12,705683085,2006-11-01
LIABILITY,13,648247162,2006-11-01
ASSET,1,2211405633,2007-01-01
ASSET,2,369982034,2007-01-01
ASSET,3,370513115,2007-01-01
ASSET,4,465064862,2007-01-01
ASSET,5,5920359504,2007-01-01
ASSET,6,961762124,2007-01-01
ASSET,7,6812575488,2007-01-01
ASSET,8,8744577057,2007-01-01
ASSET,9,1439074825,2007-01-01
ASSET,10,8869178854,2007-01-01
LIABILITY,1,14481293610,2007-01-01
LIABILITY,2,3568901042,2007-01-01
LIABILITY,3,22195000,2007-01-01
LIABILITY,4,976100221,2007-01-01
LIABILITY,5,868591473,2007-01-01
LIABILITY,6,92960223,2007-01-01
LIABILITY,7,111747203,2007-01-01
LIABILITY,8,118206311,2007-01-01
LIABILITY,9,12729877488,2007-01-01
LIABILITY,10,824516084,2007-01-01
LIABILITY,11,1052317506,2007-01-01
LIABILITY,12,650577775,2007-01-01
LIABILITY,13,667209560,2007-01-01
ASSET,1,2212939345,2007-02-01
ASSET,2,455027976,2007-02-01
ASSET,3,375942288,2007-02-01
ASSET,4,474814069,2007-02-01
ASSET,5,5105388499,2007-02-01
ASSET,6,699335005,2007-02-01
ASSET,7,7871193402,2007-02-01
ASSET,8,8749637582,2007-02-01
ASSET,9,1439074825,2007-02-01
ASSET,10,8807024295,2007-02-01
LIABILITY,1,14528566080,2007-02-01
LIABILITY,2,3643067070,2007-02-01
LIABILITY,3,46803600,2007-02-01
LIABILITY,4,1114247376,2007-02-01
LIABILITY,5,881535626,2007-02-01
LIABILITY,6,85035329,2007-02-01
LIABILITY,7,111747203,2007-02-01
LIABILITY,8,118206311,2007-02-01
LIABILITY,9,12443829535,2007-02-01
LIABILITY,10,844835008,2007-02-01
LIABILITY,11,1051658934,2007-02-01
LIABILITY,12,653635654,2007-02-01
LIABILITY,13,667209560,2007-02-01
ASSET,1,2284778912,2007-03-01
ASSET,2,488700714,2007-03-01
ASSET,3,386468331,2007-03-01
ASSET,4,515422910,2007-03-01
ASSET,5,3533199028,2007-03-01
ASSET,6,689337303,2007-03-01
ASSET,7,7856722745,2007-03-01
ASSET,8,8742497256,2007-03-01
ASSET,9,1436830805,2007-03-01
ASSET,10,8646141627,2007-03-01
LIABILITY,1,14756400015,2007-03-01
LIABILITY,2,4259032939,2007-03-01
LIABILITY,3,24608600,2007-03-01
LIABILITY,4,1938462559,2007-03-01
LIABILITY,5,879208476,2007-03-01
LIABILITY,6,82831287,2007-03-01
LIABILITY,7,110383341,2007-03-01
LIABILITY,8,117454088,2007-03-01
LIABILITY,9,9090725266,2007-03-01
LIABILITY,10,889527472,2007-03-01
LIABILITY,11,1051658968,2007-03-01
LIABILITY,12,712534710,2007-03-01
LIABILITY,13,667271910,2007-03-01
ASSET,1,2285259938,2007-04-01
ASSET,2,497484893,2007-04-01
ASSET,3,489235544,2007-04-01
ASSET,4,324189312,2007-04-01
ASSET,5,4296806435,2007-04-01
ASSET,6,470351991,2007-04-01
ASSET,7,8351610862,2007-04-01
ASSET,8,8739325692,2007-04-01
ASSET,9,1436830806,2007-04-01
ASSET,10,8497347609,2007-04-01
LIABILITY,1,14943149970,2007-04-01
LIABILITY,2,3523973755,2007-04-01
LIABILITY,3,24608600,2007-04-01
LIABILITY,4,1986682167,2007-04-01
LIABILITY,5,875350723,2007-04-01
LIABILITY,6,85370037,2007-04-01
LIABILITY,7,110383341,2007-04-01
LIABILITY,8,117454088,2007-04-01
LIABILITY,9,10501493245,2007-04-01
LIABILITY,10,788732302,2007-04-01
LIABILITY,11,1051665542,2007-04-01
LIABILITY,12,712307402,2007-04-01
LIABILITY,13,667271910,2007-04-01
ASSET,1,2285423199,2007-05-01
ASSET,2,534276364,2007-05-01
ASSET,3,522049546,2007-05-01
ASSET,4,271295530,2007-05-01
ASSET,5,4767554225,2007-05-01
ASSET,6,310584827,2007-05-01
ASSET,7,8538998669,2007-05-01
ASSET,8,8730753093,2007-05-01
ASSET,9,1436830806,2007-05-01
ASSET,10,8880320461,2007-05-01
LIABILITY,1,15037454460,2007-05-01
LIABILITY,2,3949143411,2007-05-01
LIABILITY,3,24608600,2007-05-01
LIABILITY,4,2371073747,2007-05-01
LIABILITY,5,857098850,2007-05-01
LIABILITY,6,80893357,2007-05-01
LIABILITY,7,110383341,2007-05-01
LIABILITY,8,117454088,2007-05-01
LIABILITY,9,10524795958,2007-05-01
LIABILITY,10,774048736,2007-05-01
LIABILITY,11,1051499309,2007-05-01
LIABILITY,12,712360953,2007-05-01
LIABILITY,13,667271910,2007-05-01
ASSET,1,2204300237,2007-06-01
ASSET,2,442397762,2007-06-01
ASSET,3,441332758,2007-06-01
ASSET,4,300177123,2007-06-01
ASSET,5,4193269375,2007-06-01
ASSET,6,781270044,2007-06-01
ASSET,7,8601926229,2007-06-01
ASSET,8,8260713078,2007-06-01
ASSET,9,1436830806,2007-06-01
ASSET,10,8418484429,2007-06-01
LIABILITY,1,15221254440,2007-06-01
LIABILITY,2,5150768199,2007-06-01
LIABILITY,3,36608600,2007-06-01
LIABILITY,4,1140642576,2007-06-01
LIABILITY,5,857274494,2007-06-01
LIABILITY,6,68663137,2007-06-01
LIABILITY,7,111332571,2007-06-01
LIABILITY,8,116214912,2007-06-01
LIABILITY,9,9264693872,2007-06-01
LIABILITY,10,843387314,2007-06-01
LIABILITY,11,1051508509,2007-06-01
LIABILITY,12,551081307,2007-06-01
LIABILITY,13,667271910,2007-06-01
ASSET,1,2204671154,2007-07-01
ASSET,2,574958787,2007-07-01
ASSET,3,402972700,2007-07-01
ASSET,4,490201974,2007-07-01
ASSET,5,3874345005,2007-07-01
ASSET,6,705035240,2007-07-01
ASSET,7,8676282389,2007-07-01
ASSET,8,8261918757,2007-07-01
ASSET,9,1436830806,2007-07-01
ASSET,10,8374585249,2007-07-01
LIABILITY,1,15394739115,2007-07-01
LIABILITY,2,3179386527,2007-07-01
LIABILITY,3,36608600,2007-07-01
LIABILITY,4,1583264021,2007-07-01
LIABILITY,5,862303434,2007-07-01
LIABILITY,6,54800672,2007-07-01
LIABILITY,7,111332571,2007-07-01
LIABILITY,8,116214912,2007-07-01
LIABILITY,9,10534003779,2007-07-01
LIABILITY,10,787738232,2007-07-01
LIABILITY,11,1051517480,2007-07-01
LIABILITY,12,551116278,2007-07-01
LIABILITY,13,738776440,2007-07-01
ASSET,1,2204846770,2007-08-01
ASSET,2,472533882,2007-08-01
ASSET,3,343636137,2007-08-01
ASSET,4,573858697,2007-08-01
ASSET,5,3832608115,2007-08-01
ASSET,6,504181400,2007-08-01
ASSET,7,9054746277,2007-08-01
ASSET,8,8258700707,2007-08-01
ASSET,9,1436830806,2007-08-01
ASSET,10,8390271924,2007-08-01
LIABILITY,1,15320079392,2007-08-01
LIABILITY,2,2561291413,2007-08-01
LIABILITY,3,12000000,2007-08-01
LIABILITY,4,1052141371,2007-08-01
LIABILITY,5,856870048,2007-08-01
LIABILITY,6,59666414,2007-08-01
LIABILITY,7,111332571,2007-08-01
LIABILITY,8,116214912,2007-08-01
LIABILITY,9,11760773214,2007-08-01
LIABILITY,10,877349680,2007-08-01
LIABILITY,11,1051525219,2007-08-01
LIABILITY,12,554194041,2007-08-01
LIABILITY,13,738776440,2007-08-01
ASSET,1,2390320696,2007-09-01
ASSET,2,530158812,2007-09-01
ASSET,3,467105442,2007-09-01
ASSET,4,84652254,2007-09-01
ASSET,5,4682034530,2007-09-01
ASSET,6,107128859,2007-09-01
ASSET,7,10010827482,2007-09-01
ASSET,8,8259447017,2007-09-01
ASSET,9,1436830806,2007-09-01
ASSET,10,8419205834,2007-09-01
LIABILITY,1,15322604115,2007-09-01
LIABILITY,2,4733278139,2007-09-01
LIABILITY,3,45400000,2007-09-01
LIABILITY,4,969408088,2007-09-01
LIABILITY,5,860369371,2007-09-01
LIABILITY,6,63002105,2007-09-01
LIABILITY,7,107690572,2007-09-01
LIABILITY,8,113673440,2007-09-01
LIABILITY,9,10749278965,2007-09-01
LIABILITY,10,892315185,2007-09-01
LIABILITY,11,1051533844,2007-09-01
LIABILITY,12,740337053,2007-09-01
LIABILITY,13,738820855,2007-09-01
ASSET,1,2392179329,2007-10-01
ASSET,2,521793541,2007-10-01
ASSET,3,546002724,2007-10-01
ASSET,4,333621697,2007-10-01
ASSET,5,4582034530,2007-10-01
ASSET,6,137180414,2007-10-01
ASSET,7,9470522177,2007-10-01
ASSET,8,8246592803,2007-10-01
ASSET,9,1436830806,2007-10-01
ASSET,10,8426946571,2007-10-01
LIABILITY,1,15431816505,2007-10-01
LIABILITY,2,4131335020,2007-10-01
LIABILITY,3,45400000,2007-10-01
LIABILITY,4,1243898059,2007-10-01
LIABILITY,5,849124146,2007-10-01
LIABILITY,6,71677750,2007-10-01
LIABILITY,7,107690572,2007-10-01
LIABILITY,8,113673440,2007-10-01
LIABILITY,9,10673759441,2007-10-01
LIABILITY,10,895498253,2007-10-01
LIABILITY,11,1051256164,2007-10-01
LIABILITY,12,739754387,2007-10-01
LIABILITY,13,738820855,2007-10-01
ASSET,1,2395420750,2007-11-01
ASSET,2,492527285,2007-11-01
ASSET,3,735880843,2007-11-01
ASSET,4,217655994,2007-11-01
ASSET,5,5475572213,2007-11-01
ASSET,6,96287857,2007-11-01
ASSET,7,9093297107,2007-11-01
ASSET,8,8240416990,2007-11-01
ASSET,9,1436830806,2007-11-01
ASSET,10,8500025144,2007-11-01
LIABILITY,1,15524822565,2007-11-01
