accounting_period,column,line,subline,item,amount
2009-07-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2009-07-31,ASSET,5,1,Main refinancing operations,1555000000
2009-07-31,ASSET,5,2,Longer-term refinancing operations,44188100000
2009-07-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,73791345
2009-07-31,ASSET,7,1,Securities held for monetary policy purposes,6747000
2009-07-31,ASSET,7,2,Other securities,21196263105
2009-07-31,ASSET,8,NA,General government long term debt denominated in euro,7302576666
2009-07-31,ASSET,9,1,Participating interest in the ECB,435391713
2009-07-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2009-07-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,390773610
2009-07-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2009-07-31,ASSET,10,1,Tangible and intangible fixed assets,802093537
2009-07-31,ASSET,10,2,Other financial assets,29078156
2009-07-31,ASSET,10,3,Sundry,1259635416
2009-07-31,LIABILITY,1,NA,Banknotes in circulation,20012075300
2009-07-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),4879084810
2009-07-31,LIABILITY,2,2,Deposit facility,3250000000
2009-07-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2009-07-31,LIABILITY,4,1,General government,10014108131
2009-07-31,LIABILITY,4,2,Other liabilities,67357465
2009-07-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,744264930
2009-07-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,71322748
2009-07-31,LIABILITY,7,1,Deposits and other liabilities,88073680
2009-07-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2009-07-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,113784615
2009-07-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2009-07-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2009-07-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),38128535423
2009-07-31,LIABILITY,10,NA,Other liabilities,1015805916
2009-07-31,LIABILITY,11,NA,Provisions,1517432175
2009-07-31,LIABILITY,12,NA,Revaluation accounts,1469834596
2009-07-31,LIABILITY,13,1,Capital,111243362
2009-07-31,LIABILITY,13,2,Ordinary reserve,111243362
2009-07-31,LIABILITY,13,3,Extraordinary reserve,55000000
2009-07-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,510518679
2009-07-31,LIABILITY,13,5,Other special reserves,275033
2009-08-31,ASSET,1,NA,Gold and gold receivables,3145906304
2009-08-31,ASSET,2,1,Receivables from the IMF,859562817
2009-08-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",130078348
2009-08-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,328924024
2009-08-31,ASSET,4,1,"Balances with banks, security investments and loans",155305
2009-08-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2009-08-31,ASSET,5,1,Main refinancing operations,860000000
2009-08-31,ASSET,5,2,Longer-term refinancing operations,40122900000
2009-08-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,85561691
2009-08-31,ASSET,7,1,Securities held for monetary policy purposes,128404152
2009-08-31,ASSET,7,2,Other securities,21820641435
2009-08-31,ASSET,8,NA,General government long term debt denominated in euro,7302872547
2009-08-31,ASSET,9,1,Participating interest in the ECB,435391713
2009-08-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2009-08-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,1085192775
2009-08-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2009-08-31,ASSET,10,1,Tangible and intangible fixed assets,806011837
2009-08-31,ASSET,10,2,Other financial assets,29078156
2009-08-31,ASSET,10,3,Sundry,1297336575
2009-08-31,LIABILITY,1,NA,Banknotes in circulation,19878612600
2009-08-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),4451076172
2009-08-31,LIABILITY,2,2,Deposit facility,1978500000
2009-08-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2009-08-31,LIABILITY,4,1,General government,10574234533
2009-08-31,LIABILITY,4,2,Other liabilities,65434717
2009-08-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,742777488
2009-08-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,72154404
2009-08-31,LIABILITY,7,1,Deposits and other liabilities,88073680
2009-08-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2009-08-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,780407538
2009-08-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2009-08-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2009-08-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),36092985305
2009-08-31,LIABILITY,10,NA,Other liabilities,1064112613
2009-08-31,LIABILITY,11,NA,Provisions,1520640586
2009-08-31,LIABILITY,12,NA,Revaluation accounts,1472638198
2009-08-31,LIABILITY,13,1,Capital,111243362
2009-08-31,LIABILITY,13,2,Ordinary reserve,111243362
2009-08-31,LIABILITY,13,3,Extraordinary reserve,55000000
2009-08-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,510518679
2009-08-31,LIABILITY,13,5,Other special reserves,275033
2009-09-30,ASSET,1,NA,Gold and gold receivables,3234280627
2009-09-30,ASSET,2,1,Receivables from the IMF,941154163
2009-09-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",135741804
2009-09-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,351222517
2009-09-30,ASSET,4,1,"Balances with banks, security investments and loans",156541
2009-09-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2009-09-30,ASSET,5,1,Main refinancing operations,440000000
2009-09-30,ASSET,5,2,Longer-term refinancing operations,37468400000
2009-09-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,89312433
2009-09-30,ASSET,7,1,Securities held for monetary policy purposes,244108451
2009-09-30,ASSET,7,2,Other securities,21016494782
2009-09-30,ASSET,8,NA,General government long term debt denominated in euro,7301995507
2009-09-30,ASSET,9,1,Participating interest in the ECB,435391713
2009-09-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2009-09-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,1446999270
2009-09-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2009-09-30,ASSET,10,1,Tangible and intangible fixed assets,806860062
2009-09-30,ASSET,10,2,Other financial assets,28976156
2009-09-30,ASSET,10,3,Sundry,1360266031
2009-09-30,LIABILITY,1,NA,Banknotes in circulation,19870013800
2009-09-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),4148448815
2009-09-30,LIABILITY,2,2,Deposit facility,36000000
2009-09-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2009-09-30,LIABILITY,4,1,General government,6946256395
2009-09-30,LIABILITY,4,2,Other liabilities,74614547
2009-09-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,725736041
2009-09-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,78564010
2009-09-30,LIABILITY,7,1,Deposits and other liabilities,82536271
2009-09-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2009-09-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,845965701
2009-09-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2009-09-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2009-09-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),38654814573
2009-09-30,LIABILITY,10,NA,Other liabilities,1112372400
2009-09-30,LIABILITY,11,NA,Provisions,1520508252
2009-09-30,LIABILITY,12,NA,Revaluation accounts,1549240879
2009-09-30,LIABILITY,13,1,Capital,111243362
2009-09-30,LIABILITY,13,2,Ordinary reserve,111243362
2009-09-30,LIABILITY,13,3,Extraordinary reserve,55000000
2009-09-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,510437207
2009-09-30,LIABILITY,13,5,Other special reserves,275033
2009-10-31,ASSET,1,NA,Gold and gold receivables,3236894061
2009-10-31,ASSET,2,1,Receivables from the IMF,941154164
2009-10-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",125876481
2009-10-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,361099324
2009-10-31,ASSET,4,1,"Balances with banks, security investments and loans",178723
2009-10-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2009-10-31,ASSET,5,1,Main refinancing operations,155000000
2009-10-31,ASSET,5,2,Longer-term refinancing operations,41870400000
2009-10-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,78187933
2009-10-31,ASSET,7,1,Securities held for monetary policy purposes,426892972
2009-10-31,ASSET,7,2,Other securities,20911310562
2009-10-31,ASSET,8,NA,General government long term debt denominated in euro,7292378169
2009-10-31,ASSET,9,1,Participating interest in the ECB,435391713
2009-10-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2009-10-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,1607849650
2009-10-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2009-10-31,ASSET,10,1,Tangible and intangible fixed assets,807527303
2009-10-31,ASSET,10,2,Other financial assets,28976156
2009-10-31,ASSET,10,3,Sundry,1386042489
2009-10-31,LIABILITY,1,NA,Banknotes in circulation,19981539200
2009-10-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),4908957583
2009-10-31,LIABILITY,2,2,Deposit facility,2842500000
2009-10-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2009-10-31,LIABILITY,4,1,General government,5453646471
2009-10-31,LIABILITY,4,2,Other liabilities,62067995
2009-10-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,714925511
2009-10-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,62959724
2009-10-31,LIABILITY,7,1,Deposits and other liabilities,82536271
2009-10-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2009-10-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,845965701
2009-10-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2009-10-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2009-10-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),40832075972
2009-10-31,LIABILITY,10,NA,Other liabilities,1161502887
2009-10-31,LIABILITY,11,NA,Provisions,1524933201
2009-10-31,LIABILITY,12,NA,Revaluation accounts,1535260811
2009-10-31,LIABILITY,13,1,Capital,111243362
2009-10-31,LIABILITY,13,2,Ordinary reserve,111243362
2009-10-31,LIABILITY,13,3,Extraordinary reserve,55000000
2009-10-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,510437207
2009-10-31,LIABILITY,13,5,Other special reserves,275033
2009-11-30,ASSET,1,NA,Gold and gold receivables,3238992241
2009-11-30,ASSET,2,1,Receivables from the IMF,941178291
2009-11-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",147528692
2009-11-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,386949783
2009-11-30,ASSET,4,1,"Balances with banks, security investments and loans",177972
2009-11-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2009-11-30,ASSET,5,1,Main refinancing operations,160000000
2009-11-30,ASSET,5,2,Longer-term refinancing operations,41140400000
2009-11-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,91822903
2009-11-30,ASSET,7,1,Securities held for monetary policy purposes,587321938
2009-11-30,ASSET,7,2,Other securities,19703646008
2009-11-30,ASSET,8,NA,General government long term debt denominated in euro,7287504235
2009-11-30,ASSET,9,1,Participating interest in the ECB,435391713
2009-11-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2009-11-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,1623027735
2009-11-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2009-11-30,ASSET,10,1,Tangible and intangible fixed assets,805244740
2009-11-30,ASSET,10,2,Other financial assets,29260593
2009-11-30,ASSET,10,3,Sundry,1400825597
2009-11-30,LIABILITY,1,NA,Banknotes in circulation,20100886400
2009-11-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),5169499810
2009-11-30,LIABILITY,2,2,Deposit facility,380500000
2009-11-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2009-11-30,LIABILITY,4,1,General government,8733923717
2009-11-30,LIABILITY,4,2,Other liabilities,94030688
2009-11-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,711050744
2009-11-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,66487312
2009-11-30,LIABILITY,7,1,Deposits and other liabilities,82536271
2009-11-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2009-11-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,845965701
2009-11-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2009-11-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2009-11-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),37870339205
2009-11-30,LIABILITY,10,NA,Other liabilities,1211231563
2009-11-30,LIABILITY,11,NA,Provisions,1528576731
2009-11-30,LIABILITY,12,NA,Revaluation accounts,1529135208
2009-11-30,LIABILITY,13,1,Capital,111243362
2009-11-30,LIABILITY,13,2,Ordinary reserve,111243362
2009-11-30,LIABILITY,13,3,Extraordinary reserve,55000000
2009-11-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,509257925
2009-11-30,LIABILITY,13,5,Other special reserves,275033
2009-12-31,ASSET,1,NA,Gold and gold receivables,3633315395
2009-12-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),947530824
2009-12-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",160544270
2009-12-31,ASSET,3,1,General government,270390666
2009-12-31,ASSET,3,2,Other claims,11163321
2009-12-31,ASSET,4,1,"Balances with banks, security investments and loans",177285
